idx	env	arm	t	seed	log	cmd
52	pusht	gcidm_surv_tauown	50	46	logs/rbV_pusht_gcidm_surv_tauown_t50_seed46.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h100.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
53	pusht	gcidm_surv_tauown	50	47	logs/rbV_pusht_gcidm_surv_tauown_t50_seed47.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h100.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
54	pusht	gcidm_surv_tauown	50	48	logs/rbV_pusht_gcidm_surv_tauown_t50_seed48.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h100.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
55	pusht	gcidm_surv_tauown	50	49	logs/rbV_pusht_gcidm_surv_tauown_t50_seed49.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h100.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
56	pusht	gcidm_surv_tauown	75	42	logs/rbV_pusht_gcidm_surv_tauown_t75_seed42.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
57	pusht	gcidm_surv_tauown	75	43	logs/rbV_pusht_gcidm_surv_tauown_t75_seed43.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
58	pusht	gcidm_surv_tauown	75	44	logs/rbV_pusht_gcidm_surv_tauown_t75_seed44.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
59	pusht	gcidm_surv_tauown	75	45	logs/rbV_pusht_gcidm_surv_tauown_t75_seed45.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
60	pusht	gcidm_surv_tauown	75	46	logs/rbV_pusht_gcidm_surv_tauown_t75_seed46.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
61	pusht	gcidm_surv_tauown	75	47	logs/rbV_pusht_gcidm_surv_tauown_t75_seed47.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
62	pusht	gcidm_surv_tauown	75	48	logs/rbV_pusht_gcidm_surv_tauown_t75_seed48.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
63	pusht	gcidm_surv_tauown	75	49	logs/rbV_pusht_gcidm_surv_tauown_t75_seed49.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h150.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
64	pusht	gcidm_surv_tauown	100	42	logs/rbV_pusht_gcidm_surv_tauown_t100_seed42.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
65	pusht	gcidm_surv_tauown	100	43	logs/rbV_pusht_gcidm_surv_tauown_t100_seed43.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
66	pusht	gcidm_surv_tauown	100	44	logs/rbV_pusht_gcidm_surv_tauown_t100_seed44.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
67	pusht	gcidm_surv_tauown	100	45	logs/rbV_pusht_gcidm_surv_tauown_t100_seed45.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
68	pusht	gcidm_surv_tauown	100	46	logs/rbV_pusht_gcidm_surv_tauown_t100_seed46.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
69	pusht	gcidm_surv_tauown	100	47	logs/rbV_pusht_gcidm_surv_tauown_t100_seed47.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
70	pusht	gcidm_surv_tauown	100	48	logs/rbV_pusht_gcidm_surv_tauown_t100_seed48.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
71	pusht	gcidm_surv_tauown	100	49	logs/rbV_pusht_gcidm_surv_tauown_t100_seed49.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h200.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
72	pusht	gcidm_surv_tauown	150	42	logs/rbV_pusht_gcidm_surv_tauown_t150_seed42.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
73	pusht	gcidm_surv_tauown	150	43	logs/rbV_pusht_gcidm_surv_tauown_t150_seed43.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
74	pusht	gcidm_surv_tauown	150	44	logs/rbV_pusht_gcidm_surv_tauown_t150_seed44.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
75	pusht	gcidm_surv_tauown	150	45	logs/rbV_pusht_gcidm_surv_tauown_t150_seed45.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
76	pusht	gcidm_surv_tauown	150	46	logs/rbV_pusht_gcidm_surv_tauown_t150_seed46.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
77	pusht	gcidm_surv_tauown	150	47	logs/rbV_pusht_gcidm_surv_tauown_t150_seed47.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
78	pusht	gcidm_surv_tauown	150	48	logs/rbV_pusht_gcidm_surv_tauown_t150_seed48.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
79	pusht	gcidm_surv_tauown	150	49	logs/rbV_pusht_gcidm_surv_tauown_t150_seed49.log	python -m surveyor.envs.pusht.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_pusht_h300.pt --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
80	reacher	gcidm_router_tauown	25	42	logs/rbV_reacher_gcidm_router_tauown_t25_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
81	reacher	gcidm_router_tauown	25	43	logs/rbV_reacher_gcidm_router_tauown_t25_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
82	reacher	gcidm_router_tauown	25	44	logs/rbV_reacher_gcidm_router_tauown_t25_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
83	reacher	gcidm_router_tauown	25	45	logs/rbV_reacher_gcidm_router_tauown_t25_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
84	reacher	gcidm_router_tauown	25	46	logs/rbV_reacher_gcidm_router_tauown_t25_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
85	reacher	gcidm_router_tauown	25	47	logs/rbV_reacher_gcidm_router_tauown_t25_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
86	reacher	gcidm_router_tauown	25	48	logs/rbV_reacher_gcidm_router_tauown_t25_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
87	reacher	gcidm_router_tauown	25	49	logs/rbV_reacher_gcidm_router_tauown_t25_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
88	reacher	gcidm_router_tauown	50	42	logs/rbV_reacher_gcidm_router_tauown_t50_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
89	reacher	gcidm_router_tauown	50	43	logs/rbV_reacher_gcidm_router_tauown_t50_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
90	reacher	gcidm_router_tauown	50	44	logs/rbV_reacher_gcidm_router_tauown_t50_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
91	reacher	gcidm_router_tauown	50	45	logs/rbV_reacher_gcidm_router_tauown_t50_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
92	reacher	gcidm_router_tauown	50	46	logs/rbV_reacher_gcidm_router_tauown_t50_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
93	reacher	gcidm_router_tauown	50	47	logs/rbV_reacher_gcidm_router_tauown_t50_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
